country,iso2c,iso3c,year,status,lastupdated,pib_capita,esp_vida,poblacion,region,capital,longitude,latitude,income,lending
Burundi,BI,BDI,2016,,2025-12-19,232.937812100153,60.789,11239451,Sub-Saharan Africa,Bujumbura,29.3639,-3.3784,Low income,IDA
Burundi,BI,BDI,2015,,2025-12-19,254.402585226788,60.107,11047580,Sub-Saharan Africa,Bujumbura,29.3639,-3.3784,Low income,IDA
Cabo Verde,CV,CPV,2022,,2025-12-19,4323.31362032709,75.907,519741,Sub-Saharan Africa,Praia,-23.5087,14.9218,Lower middle income,Blend
Cabo Verde,CV,CPV,2021,,2025-12-19,3971.44409203423,74.424,516649,Sub-Saharan Africa,Praia,-23.5087,14.9218,Lower middle income,Blend
Cabo Verde,CV,CPV,2020,,2025-12-19,3539.22661248299,73.818,514679,Sub-Saharan Africa,Praia,-23.5087,14.9218,Lower middle income,Blend
Cabo Verde,CV,CPV,2024,,2025-12-19,5192.48157325878,NA,524877,Sub-Saharan Africa,Praia,-23.5087,14.9218,Lower middle income,Blend
Cabo Verde,CV,CPV,2023,,2025-12-19,4794.90121917259,76.059,522331,Sub-Saharan Africa,Praia,-23.5087,14.9218,Lower middle income,Blend
Cabo Verde,CV,CPV,2019,,2025-12-19,4380.78117331128,75.449,514104,Sub-Saharan Africa,Praia,-23.5087,14.9218,Lower middle income,Blend
Cabo Verde,CV,CPV,2015,,2025-12-19,3415.06266730931,74.096,512394,Sub-Saharan Africa,Praia,-23.5087,14.9218,Lower middle income,Blend
Cabo Verde,CV,CPV,2016,,2025-12-19,3608.96605234906,74.35,512554,Sub-Saharan Africa,Praia,-23.5087,14.9218,Lower middle income,Blend
Cabo Verde,CV,CPV,2017,,2025-12-19,3893.09571382506,74.71,512893,Sub-Saharan Africa,Praia,-23.5087,14.9218,Lower middle income,Blend
Cabo Verde,CV,CPV,2018,,2025-12-19,4294.96510035729,74.84,513415,Sub-Saharan Africa,Praia,-23.5087,14.9218,Lower middle income,Blend
Cabo Verde,CV,CPV,2014,,2025-12-19,3985.60706548134,73.788,512326,Sub-Saharan Africa,Praia,-23.5087,14.9218,Lower middle income,Blend
Cambodia,KH,KHM,2014,,2025-12-19,1431.56396469993,69.117,15396772,East Asia & Pacific,Phnom Penh,104.874,11.5556,Lower middle income,IDA
Cambodia,KH,KHM,2017,,2025-12-19,1826.35391688754,69.842,16073372,East Asia & Pacific,Phnom Penh,104.874,11.5556,Lower middle income,IDA
Cambodia,KH,KHM,2018,,2025-12-19,2036.67377566578,69.993,16274522,East Asia & Pacific,Phnom Penh,104.874,11.5556,Lower middle income,IDA
Cambodia,KH,KHM,2024,,2025-12-19,2627.87969756224,NA,17638801,East Asia & Pacific,Phnom Penh,104.874,11.5556,Lower middle income,IDA
Cambodia,KH,KHM,2019,,2025-12-19,2225.87705485686,70.127,16481304,East Asia & Pacific,Phnom Penh,104.874,11.5556,Lower middle income,IDA
Cambodia,KH,KHM,2015,,2025-12-19,1547.32010444393,69.398,15623251,East Asia & Pacific,Phnom Penh,104.874,11.5556,Lower middle income,IDA
Cambodia,KH,KHM,2016,,2025-12-19,1675.19555711109,69.635,15852803,East Asia & Pacific,Phnom Penh,104.874,11.5556,Lower middle income,IDA
Cambodia,KH,KHM,2023,,2025-12-19,2429.74853452838,70.668,17423880,East Asia & Pacific,Phnom Penh,104.874,11.5556,Lower middle income,IDA
Cambodia,KH,KHM,2021,,2025-12-19,2167.40324198499,69.301,16974305,East Asia & Pacific,Phnom Penh,104.874,11.5556,Lower middle income,IDA
Cambodia,KH,KHM,2022,,2025-12-19,2325.03050040841,70.528,17201724,East Asia & Pacific,Phnom Penh,104.874,11.5556,Lower middle income,IDA
Cambodia,KH,KHM,2020,,2025-12-19,2081.73914242939,70.059,16725474,East Asia & Pacific,Phnom Penh,104.874,11.5556,Lower middle income,IDA
Cameroon,CM,CMR,2024,,2025-12-19,1830.00833684727,NA,29123744,Sub-Saharan Africa,Yaounde,11.5174,3.8721,Lower middle income,Blend
Cameroon,CM,CMR,2020,,2025-12-19,1555.60370660749,61.674,26210558,Sub-Saharan Africa,Yaounde,11.5174,3.8721,Lower middle income,Blend
Cameroon,CM,CMR,2016,,2025-12-19,1441.7201725688,60.293,23454161,Sub-Saharan Africa,Yaounde,11.5174,3.8721,Lower middle income,Blend
Cameroon,CM,CMR,2019,,2025-12-19,1555.22660476477,61.695,25506095,Sub-Saharan Africa,Yaounde,11.5174,3.8721,Lower middle income,Blend
Cameroon,CM,CMR,2018,,2025-12-19,1610.69641591017,61.189,24806383,Sub-Saharan Africa,Yaounde,11.5174,3.8721,Lower middle income,Blend
Cameroon,CM,CMR,2015,,2025-12-19,1415.00009710569,59.687,22763414,Sub-Saharan Africa,Yaounde,11.5174,3.8721,Lower middle income,Blend
Cameroon,CM,CMR,2014,,2025-12-19,1649.4433905949,59.13,22059893,Sub-Saharan Africa,Yaounde,11.5174,3.8721,Lower middle income,Blend
Cameroon,CM,CMR,2017,,2025-12-19,1496.08951771242,60.817,24128601,Sub-Saharan Africa,Yaounde,11.5174,3.8721,Lower middle income,Blend
Cameroon,CM,CMR,2021,,2025-12-19,1672.32657340872,61.146,26915758,Sub-Saharan Africa,Yaounde,11.5174,3.8721,Lower middle income,Blend
Cameroon,CM,CMR,2022,,2025-12-19,1604.87726954895,62.443,27632771,Sub-Saharan Africa,Yaounde,11.5174,3.8721,Lower middle income,Blend
Cameroon,CM,CMR,2023,,2025-12-19,1720.47510154506,63.7,28372687,Sub-Saharan Africa,Yaounde,11.5174,3.8721,Lower middle income,Blend
Canada,CA,CAN,2024,,2025-12-19,54340.3477224733,NA,41288599,North America,Ottawa,-75.6919,45.4215,High income,Not classified
Canada,CA,CAN,2018,,2025-12-19,46539.1761570405,81.8087804878049,37072620,North America,Ottawa,-75.6919,45.4215,High income,Not classified
Canada,CA,CAN,2019,,2025-12-19,46352.8693445211,82.1636585365854,37618495,North America,Ottawa,-75.6919,45.4215,High income,Not classified
Canada,CA,CAN,2020,,2025-12-19,43537.839298904,81.5351219512195,38028638,North America,Ottawa,-75.6919,45.4215,High income,Not classified
Canada,CA,CAN,2021,,2025-12-19,52886.6616372703,81.5168292682927,38239864,North America,Ottawa,-75.6919,45.4215,High income,Not classified
Canada,CA,CAN,2014,,2025-12-19,50960.8431174661,81.7843902439025,35434066,North America,Ottawa,-75.6919,45.4215,High income,Not classified
Canada,CA,CAN,2017,,2025-12-19,45129.628116623,81.8129268292683,36545075,North America,Ottawa,-75.6919,45.4215,High income,Not classified
Canada,CA,CAN,2016,,2025-12-19,42314.0615817218,81.94,36110803,North America,Ottawa,-75.6919,45.4215,High income,Not classified
Canada,CA,CAN,2023,,2025-12-19,54220.3285039875,81.6465853658537,40083484,North America,Ottawa,-75.6919,45.4215,High income,Not classified
Canada,CA,CAN,2015,,2025-12-19,43594.1941045394,81.8258536585366,35704498,North America,Ottawa,-75.6919,45.4215,High income,Not classified
Canada,CA,CAN,2022,,2025-12-19,56256.8007264015,81.2453658536585,38935934,North America,Ottawa,-75.6919,45.4215,High income,Not classified
Caribbean small states,S3,CSS,2023,,2025-12-19,17596.5404249612,73.1716450013098,4519904,Aggregates,,,,Aggregates,Aggregates
Caribbean small states,S3,CSS,2020,,2025-12-19,11957.223222537,71.9394359303317,4459302,Aggregates,,,,Aggregates,Aggregates
Caribbean small states,S3,CSS,2019,,2025-12-19,13995.8548364074,72.1292604830284,4443134,Aggregates,,,,Aggregates,Aggregates
Caribbean small states,S3,CSS,2014,,2025-12-19,14947.9426963116,71.7739411761824,4286546,Aggregates,,,,Aggregates,Aggregates
Caribbean small states,S3,CSS,2022,,2025-12-19,17456.3084845676,72.8322921090607,4497310,Aggregates,,,,Aggregates,Aggregates
Caribbean small states,S3,CSS,2017,,2025-12-19,13671.1377634132,72.1731041595093,4366140,Aggregates,,,,Aggregates,Aggregates
Caribbean small states,S3,CSS,2018,,2025-12-19,13896.7409040963,72.2210854022703,4407658,Aggregates,,,,Aggregates,Aggregates
Caribbean small states,S3,CSS,2024,,2025-12-19,19903.8112311908,NA,4539060,Aggregates,,,,Aggregates,Aggregates
Caribbean small states,S3,CSS,2015,,2025-12-19,14497.5393236017,71.8641021665476,4314191,Aggregates,,,,Aggregates,Aggregates
Caribbean small states,S3,CSS,2021,,2025-12-19,13995.2694921728,69.9228107471769,4479167,Aggregates,,,,Aggregates,Aggregates
Caribbean small states,S3,CSS,2016,,2025-12-19,13376.8057759012,72.0516361154512,4341333,Aggregates,,,,Aggregates,Aggregates
Cayman Islands,KY,CYM,2022,,2025-12-19,93030.7051447803,79.984,71591,Latin America & Caribbean,George Town,-81.3857,19.3022,High income,Not classified
Cayman Islands,KY,CYM,2020,,2025-12-19,82338.7977439023,79.23,68684,Latin America & Caribbean,George Town,-81.3857,19.3022,High income,Not classified
Cayman Islands,KY,CYM,2024,,2025-12-19,NA,NA,74457,Latin America & Caribbean,George Town,-81.3857,19.3022,High income,Not classified
Cayman Islands,KY,CYM,2017,,2025-12-19,80053.9442657031,78.615,64535,Latin America & Caribbean,George Town,-81.3857,19.3022,High income,Not classified
Cayman Islands,KY,CYM,2015,,2025-12-19,76379.2098777987,78.119,61642,Latin America & Caribbean,George Town,-81.3857,19.3022,High income,Not classified
Cayman Islands,KY,CYM,2021,,2025-12-19,86449.6749037302,79.3,70108,Latin America & Caribbean,George Town,-81.3857,19.3022,High income,Not classified
Cayman Islands,KY,CYM,2016,,2025-12-19,77802.2535658023,78.367,63100,Latin America & Caribbean,George Town,-81.3857,19.3022,High income,Not classified
Cayman Islands,KY,CYM,2023,,2025-12-19,99143.5180243123,80.358,73038,Latin America & Caribbean,George Town,-81.3857,19.3022,High income,Not classified
Cayman Islands,KY,CYM,2014,,2025-12-19,75845.3055572577,77.865,60160,Latin America & Caribbean,George Town,-81.3857,19.3022,High income,Not classified
Cayman Islands,KY,CYM,2019,,2025-12-19,88254.2902486867,79.052,67327,Latin America & Caribbean,George Town,-81.3857,19.3022,High income,Not classified
Cayman Islands,KY,CYM,2018,,2025-12-19,83865.5540393356,78.835,65941,Latin America & Caribbean,George Town,-81.3857,19.3022,High income,Not classified
Central African Republic,CF,CAF,2016,,2025-12-19,387.176203444318,50.999,4713663,Sub-Saharan Africa,Bangui,21.6407,5.63056,Low income,IDA
Central African Republic,CF,CAF,2024,,2025-12-19,516.160999996036,NA,5330690,Sub-Saharan Africa,Bangui,21.6407,5.63056,Low income,IDA
Central African Republic,CF,CAF,2018,,2025-12-19,455.243962859534,52.297,4878657,Sub-Saharan Africa,Bangui,21.6407,5.63056,Low income,IDA
Central African Republic,CF,CAF,2015,,2025-12-19,366.322853938121,51.934,4629320,Sub-Saharan Africa,Bangui,21.6407,5.63056,Low income,IDA
Central African Republic,CF,CAF,2014,,2025-12-19,409.8504859647,40.265,4623182,Sub-Saharan Africa,Bangui,21.6407,5.63056,Low income,IDA
Central African Republic,CF,CAF,2023,,2025-12-19,495.978897288721,57.408,5152421,Sub-Saharan Africa,Bangui,21.6407,5.63056,Low income,IDA
Central African Republic,CF,CAF,2022,,2025-12-19,467.359825026238,18.818,5098039,Sub-Saharan Africa,Bangui,21.6407,5.63056,Low income,IDA
Central African Republic,CF,CAF,2020,,2025-12-19,462.879071294011,50.596,5026628,Sub-Saharan Africa,Bangui,21.6407,5.63056,Low income,IDA
Central African Republic,CF,CAF,2017,,2025-12-19,432.324025684263,45.231,4793511,Sub-Saharan Africa,Bangui,21.6407,5.63056,Low income,IDA
Central African Republic,CF,CAF,2021,,2025-12-19,492.263142830507,40.279,5112100,Sub-Saharan Africa,Bangui,21.6407,5.63056,Low income,IDA
Central African Republic,CF,CAF,2019,,2025-12-19,449.228467602439,31.53,4944703,Sub-Saharan Africa,Bangui,21.6407,5.63056,Low income,IDA
Central Europe and the Baltics,B8,CEB,2015,,2025-12-19,12596.8862547468,76.5755119772504,102973167,Aggregates,,,,Aggregates,Aggregates
Central Europe and the Baltics,B8,CEB,2021,,2025-12-19,19223.9274030651,74.7232827859077,100205732,Aggregates,,,,Aggregates,Aggregates
Central Europe and the Baltics,B8,CEB,2022,,2025-12-19,19530.1553232172,76.6522987292583,100071871,Aggregates,,,,Aggregates,Aggregates
Central Europe and the Baltics,B8,CEB,2024,,2025-12-19,24604.8068595604,NA,100061963,Aggregates,,,,Aggregates,Aggregates
Central Europe and the Baltics,B8,CEB,2016,,2025-12-19,12874.699956166,76.9703062304413,102647939,Aggregates,,,,Aggregates,Aggregates
Central Europe and the Baltics,B8,CEB,2020,,2025-12-19,16581.3526115028,76.0162701269145,101215763,Aggregates,,,,Aggregates,Aggregates
Central Europe and the Baltics,B8,CEB,2014,,2025-12-19,14208.4090786575,76.6887696437325,103280478,Aggregates,,,,Aggregates,Aggregates
Central Europe and the Baltics,B8,CEB,2023,,2025-12-19,22690.3736174216,77.8966245256412,100183707,Aggregates,,,,Aggregates,Aggregates
Central Europe and the Baltics,B8,CEB,2019,,2025-12-19,16534.9264870407,77.2659141936307,101864274,Aggregates,,,,Aggregates,Aggregates
Central Europe and the Baltics,B8,CEB,2018,,2025-12-19,16227.2484719489,76.9764380835075,102074201,Aggregates,,,,Aggregates,Aggregates
Central Europe and the Baltics,B8,CEB,2017,,2025-12-19,14339.8243059389,76.929788715597,102337501,Aggregates,,,,Aggregates,Aggregates
Chad,TD,TCD,2021,,2025-12-19,946.358500208374,53.136,17828273,Sub-Saharan Africa,N'Djamena,15.0445,12.1048,Low income,IDA
Chad,TD,TCD,2018,,2025-12-19,948.656629871231,52.447,16156531,Sub-Saharan Africa,N'Djamena,15.0445,12.1048,Low income,IDA
Chad,TD,TCD,2016,,2025-12-19,861.831767630746,51.603,15114655,Sub-Saharan Africa,N'Djamena,15.0445,12.1048,Low income,IDA
Chad,TD,TCD,2015,,2025-12-19,993.990730610869,51.32,14647621,Sub-Saharan Africa,N'Djamena,15.0445,12.1048,Low income,IDA
Chad,TD,TCD,2017,,2025-12-19,854.46120040098,51.875,15622759,Sub-Saharan Africa,N'Djamena,15.0445,12.1048,Low income,IDA
Chad,TD,TCD,2019,,2025-12-19,893.336441643325,52.993,16685223,Sub-Saharan Africa,N'Djamena,15.0445,12.1048,Low income,IDA
Chad,TD,TCD,2014,,2025-12-19,1278.78981422494,51.141,14188678,Sub-Saharan Africa,N'Djamena,15.0445,12.1048,Low income,IDA
Chad,TD,TCD,2022,,2025-12-19,966.036468278568,54.528,18455316,Sub-Saharan Africa,N'Djamena,15.0445,12.1048,Low income,IDA
Chad,TD,TCD,2020,,2025-12-19,866.947814890409,53.082,17224679,Sub-Saharan Africa,N'Djamena,15.0445,12.1048,Low income,IDA
Chad,TD,TCD,2024,,2025-12-19,961.55975562506,NA,20299123,Sub-Saharan Africa,N'Djamena,15.0445,12.1048,Low income,IDA
Chad,TD,TCD,2023,,2025-12-19,949.333453674592,55.069,19319064,Sub-Saharan Africa,N'Djamena,15.0445,12.1048,Low income,IDA
Channel Islands,JG,CHI,2021,,2025-12-19,66915.3963925722,80.3,166741,Europe & Central Asia,,,,High income,Not classified
Channel Islands,JG,CHI,2017,,2025-12-19,55806.3554257428,81,164319,Europe & Central Asia,,,,High income,Not classified
Channel Islands,JG,CHI,2016,,2025-12-19,55947.579811974,81.2,163883,Europe & Central Asia,,,,High income,Not classified
Channel Islands,JG,CHI,2019,,2025-12-19,60564.6293993681,81.2,165639,Europe & Central Asia,,,,High income,Not classified
Channel Islands,JG,CHI,2018,,2025-12-19,60784.8125397162,81.1,164949,Europe & Central Asia,,,,High income,Not classified
Channel Islands,JG,CHI,2022,,2025-12-19,67627.1417347907,81,167215,Europe & Central Asia,,,,High income,Not classified
Channel Islands,JG,CHI,2020,,2025-12-19,56785.9402005039,80.9,166235,Europe & Central Asia,,,,High income,Not classified
Channel Islands,JG,CHI,2023,,2025-12-19,74585.5224096294,81.1,167691,Europe & Central Asia,,,,High income,Not classified
Channel Islands,JG,CHI,2015,,2025-12-19,61847.8212238857,81.4,163454,Europe & Central Asia,,,,High income,Not classified
Channel Islands,JG,CHI,2014,,2025-12-19,64697.5485024325,81.6,162726,Europe & Central Asia,,,,High income,Not classified
Channel Islands,JG,CHI,2024,,2025-12-19,NA,NA,168126,Europe & Central Asia,,,,High income,Not classified
Chile,CL,CHL,2014,,2025-12-19,14529.6767206336,79.714,17864195,Latin America & Caribbean,Santiago,-70.6475,-33.475,High income,IBRD
Chile,CL,CHL,2020,,2025-12-19,13114.815470545,79.349,19370624,Latin America & Caribbean,Santiago,-70.6475,-33.475,High income,IBRD
Chile,CL,CHL,2021,,2025-12-19,16206.8325493421,78.876,19456334,Latin America & Caribbean,Santiago,-70.6475,-33.475,High income,IBRD
Chile,CL,CHL,2022,,2025-12-19,15405.6165774073,79.176,19553036,Latin America & Caribbean,Santiago,-70.6475,-33.475,High income,IBRD
Chile,CL,CHL,2024,,2025-12-19,16709.8893972307,NA,19764771,Latin America & Caribbean,Santiago,-70.6475,-33.475,High income,IBRD
Chile,CL,CHL,2018,,2025-12-19,15659.4808675628,80.559,18893191,Latin America & Caribbean,Santiago,-70.6475,-33.475,High income,IBRD
Chile,CL,CHL,2019,,2025-12-19,14495.716721687,80.324,19197744,Latin America & Caribbean,Santiago,-70.6475,-33.475,High income,IBRD
Chile,CL,CHL,2017,,2025-12-19,14879.9086227187,80.61,18558868,Latin America & Caribbean,Santiago,-70.6475,-33.475,High income,IBRD
Chile,CL,CHL,2023,,2025-12-19,17067.0364799154,81.167,19658835,Latin America & Caribbean,Santiago,-70.6475,-33.475,High income,IBRD
Chile,CL,CHL,2015,,2025-12-19,13433.9202987032,80.008,18047625,Latin America & Caribbean,Santiago,-70.6475,-33.475,High income,IBRD
Chile,CL,CHL,2016,,2025-12-19,13649.8520452803,80.295,18267221,Latin America & Caribbean,Santiago,-70.6475,-33.475,High income,IBRD
China,CN,CHN,2023,,2025-12-19,12951.1782397043,77.953,1410710000,East Asia & Pacific,Beijing,116.286,40.0495,Upper middle income,IBRD
China,CN,CHN,2020,,2025-12-19,10627.4637989619,78.019,1411100000,East Asia & Pacific,Beijing,116.286,40.0495,Upper middle income,IBRD
China,CN,CHN,2016,,2025-12-19,8254.86859320357,77.214,1387790000,East Asia & Pacific,Beijing,116.286,40.0495,Upper middle income,IBRD
China,CN,CHN,2024,,2025-12-19,13303.1481543868,NA,1408975000,East Asia & Pacific,Beijing,116.286,40.0495,Upper middle income,IBRD
China,CN,CHN,2022,,2025-12-19,12970.6056414327,78.202,1412175000,East Asia & Pacific,Beijing,116.286,40.0495,Upper middle income,IBRD
China,CN,CHN,2019,,2025-12-19,10342.9009524335,77.94,1407745000,East Asia & Pacific,Beijing,116.286,40.0495,Upper middle income,IBRD
China,CN,CHN,2015,,2025-12-19,8175.33285077393,76.975,1379860000,East Asia & Pacific,Beijing,116.286,40.0495,Upper middle income,IBRD
China,CN,CHN,2021,,2025-12-19,12887.4357242941,78.117,1412360000,East Asia & Pacific,Beijing,116.286,40.0495,Upper middle income,IBRD
China,CN,CHN,2017,,2025-12-19,8979.67652709856,77.235,1396215000,East Asia & Pacific,Beijing,116.286,40.0495,Upper middle income,IBRD
China,CN,CHN,2018,,2025-12-19,10085.6638148819,77.709,1402760000,East Asia & Pacific,Beijing,116.286,40.0495,Upper middle income,IBRD
China,CN,CHN,2014,,2025-12-19,7781.06597484974,76.714,1371860000,East Asia & Pacific,Beijing,116.286,40.0495,Upper middle income,IBRD
Colombia,CO,COL,2014,,2025-12-19,8187.20824890084,75.95,46565429,Latin America & Caribbean,Bogota,-74.082,4.60987,Upper middle income,IBRD
Colombia,CO,COL,2017,,2025-12-19,6479.53231292429,76.418,48131078,Latin America & Caribbean,Bogota,-74.082,4.60987,Upper middle income,IBRD
Colombia,CO,COL,2018,,2025-12-19,6816.96818309544,76.579,49024465,Latin America & Caribbean,Bogota,-74.082,4.60987,Upper middle income,IBRD
Colombia,CO,COL,2024,,2025-12-19,7919.20886825345,NA,52886363,Latin America & Caribbean,Bogota,-74.082,4.60987,Upper middle income,IBRD
Colombia,CO,COL,2019,,2025-12-19,6472.54544924705,76.793,49907985,Latin America & Caribbean,Bogota,-74.082,4.60987,Upper middle income,IBRD
Colombia,CO,COL,2015,,2025-12-19,6248.51490534512,76.067,46969940,Latin America & Caribbean,Bogota,-74.082,4.60987,Upper middle income,IBRD
Colombia,CO,COL,2016,,2025-12-19,5959.84250367574,76.228,47437512,Latin America & Caribbean,Bogota,-74.082,4.60987,Upper middle income,IBRD
Colombia,CO,COL,2023,,2025-12-19,7000.83660501046,77.725,52321152,Latin America & Caribbean,Bogota,-74.082,4.60987,Upper middle income,IBRD
Colombia,CO,COL,2021,,2025-12-19,6222.62164397614,72.698,51188173,Latin America & Caribbean,Bogota,-74.082,4.60987,Upper middle income,IBRD
Colombia,CO,COL,2020,,2025-12-19,5339.68711357943,74.757,50629997,Latin America & Caribbean,Bogota,-74.082,4.60987,Upper middle income,IBRD
Colombia,CO,COL,2022,,2025-12-19,6680.44506854481,76.508,51737944,Latin America & Caribbean,Bogota,-74.082,4.60987,Upper middle income,IBRD
Comoros,KM,COM,2020,,2025-12-19,1519.34665556206,65.756,802163,Sub-Saharan Africa,Moroni,43.2418,-11.6986,Lower middle income,IDA
Comoros,KM,COM,2016,,2025-12-19,1365.48403444497,64.792,741741,Sub-Saharan Africa,Moroni,43.2418,-11.6986,Lower middle income,IDA
Comoros,KM,COM,2024,,2025-12-19,1662.75663312504,NA,866628,Sub-Saharan Africa,Moroni,43.2418,-11.6986,Lower middle income,IDA
Comoros,KM,COM,2019,,2025-12-19,1510.23218151592,65.662,786578,Sub-Saharan Africa,Moroni,43.2418,-11.6986,Lower middle income,IDA
Comoros,KM,COM,2018,,2025-12-19,1527.40527125285,65.401,771590,Sub-Saharan Africa,Moroni,43.2418,-11.6986,Lower middle income,IDA
Comoros,KM,COM,2015,,2025-12-19,1329.37048235986,64.473,726682,Sub-Saharan Africa,Moroni,43.2418,-11.6986,Lower middle income,IDA
Comoros,KM,COM,2014,,2025-12-19,1615.71723662012,64.143,711503,Sub-Saharan Africa,Moroni,43.2418,-11.6986,Lower middle income,IDA
Comoros,KM,COM,2017,,2025-12-19,1423.9248027797,65.127,756669,Sub-Saharan Africa,Moroni,43.2418,-11.6986,Lower middle income,IDA
Comoros,KM,COM,2021,,2025-12-19,1554.97289190153,65.201,818174,Sub-Saharan Africa,Moroni,43.2418,-11.6986,Lower middle income,IDA
Comoros,KM,COM,2022,,2025-12-19,1465.479642862,66.481,834188,Sub-Saharan Africa,Moroni,43.2418,-11.6986,Lower middle income,IDA
Comoros,KM,COM,2023,,2025-12-19,1560.27378476855,66.777,850387,Sub-Saharan Africa,Moroni,43.2418,-11.6986,Lower middle income,IDA
"Congo, Dem. Rep.",CD,COD,2023,,2025-12-19,660.21205238997,61.895,105789731,Sub-Saharan Africa,Kinshasa,15.3222,-4.325,Low income,IDA
"Congo, Dem. Rep.",CD,COD,2018,,2025-12-19,518.169626875371,59.926,90047644,Sub-Saharan Africa,Kinshasa,15.3222,-4.325,Low income,IDA
"Congo, Dem. Rep.",CD,COD,2019,,2025-12-19,504.00419142286,60.242,92947442,Sub-Saharan Africa,Kinshasa,15.3222,-4.325,Low income,IDA
"Congo, Dem. Rep.",CD,COD,2020,,2025-12-19,486.425572682256,60.428,95989998,Sub-Saharan Africa,Kinshasa,15.3222,-4.325,Low income,IDA
"Congo, Dem. Rep.",CD,COD,2021,,2025-12-19,595.743074403567,60.044,99148932,Sub-Saharan Africa,Kinshasa,15.3222,-4.325,Low income,IDA
"Congo, Dem. Rep.",CD,COD,2014,,2025-12-19,489.175952097319,58.236,78403242,Sub-Saharan Africa,Kinshasa,15.3222,-4.325,Low income,IDA
"Congo, Dem. Rep.",CD,COD,2017,,2025-12-19,431.052559128788,59.495,87083398,Sub-Saharan Africa,Kinshasa,15.3222,-4.325,Low income,IDA
"Congo, Dem. Rep.",CD,COD,2024,,2025-12-19,649.383338556725,NA,109276265,Sub-Saharan Africa,Kinshasa,15.3222,-4.325,Low income,IDA
"Congo, Dem. Rep.",CD,COD,2022,,2025-12-19,687.738587554685,60.979,102396968,Sub-Saharan Africa,Kinshasa,15.3222,-4.325,Low income,IDA
"Congo, Dem. Rep.",CD,COD,2015,,2025-12-19,495.826633014883,58.658,81035531,Sub-Saharan Africa,Kinshasa,15.3222,-4.325,Low income,IDA
"Congo, Dem. Rep.",CD,COD,2016,,2025-12-19,459.765036590388,59.081,83956415,Sub-Saharan Africa,Kinshasa,15.3222,-4.325,Low income,IDA
"Congo, Rep.",CG,COG,2022,,2025-12-19,2620.83804267402,65,6035104,Sub-Saharan Africa,Brazzaville,15.2662,-4.2767,Lower middle income,Blend
"Congo, Rep.",CG,COG,2020,,2025-12-19,1993.586671931,64.391,5752791,Sub-Saharan Africa,Brazzaville,15.2662,-4.2767,Lower middle income,Blend
"Congo, Rep.",CG,COG,2014,,2025-12-19,3601.2365808718,63.349,4975880,Sub-Saharan Africa,Brazzaville,15.2662,-4.2767,Lower middle income,Blend
"Congo, Rep.",CG,COG,2023,,2025-12-19,2477.97845544866,65.772,6182885,Sub-Saharan Africa,Brazzaville,15.2662,-4.2767,Lower middle income,Blend
"Congo, Rep.",CG,COG,2021,,2025-12-19,2516.16255145432,64.192,5892183,Sub-Saharan Africa,Brazzaville,15.2662,-4.2767,Lower middle income,Blend
"Congo, Rep.",CG,COG,2017,,2025-12-19,2211.63309874797,64.203,5351011,Sub-Saharan Africa,Brazzaville,15.2662,-4.2767,Lower middle income,Blend
"Congo, Rep.",CG,COG,2018,,2025-12-19,2694.43413191427,64.472,5483118,Sub-Saharan Africa,Brazzaville,15.2662,-4.2767,Lower middle income,Blend
"Congo, Rep.",CG,COG,2019,,2025-12-19,2488.42466724916,63.152,5616661,Sub-Saharan Africa,Brazzaville,15.2662,-4.2767,Lower middle income,Blend
"Congo, Rep.",CG,COG,2015,,2025-12-19,2439.35189403696,63.662,5097581,Sub-Saharan Africa,Brazzaville,15.2662,-4.2767,Lower middle income,Blend
"Congo, Rep.",CG,COG,2016,,2025-12-19,2093.10728558843,63.911,5222536,Sub-Saharan Africa,Brazzaville,15.2662,-4.2767,Lower middle income,Blend
"Congo, Rep.",CG,COG,2024,,2025-12-19,2482.2489948456,NA,6332961,Sub-Saharan Africa,Brazzaville,15.2662,-4.2767,Lower middle income,Blend
Costa Rica,CR,CRI,2022,,2025-12-19,13625.9008491328,79.316,5081765,Latin America & Caribbean,San Jose,-84.0089,9.63701,Upper middle income,IBRD
Costa Rica,CR,CRI,2024,,2025-12-19,18587.1532203482,NA,5129910,Latin America & Caribbean,San Jose,-84.0089,9.63701,Upper middle income,IBRD
Costa Rica,CR,CRI,2015,,2025-12-19,11714.7105980732,80.407,4818038,Latin America & Caribbean,San Jose,-84.0089,9.63701,Upper middle income,IBRD
Costa Rica,CR,CRI,2016,,2025-12-19,12091.0301606154,79.988,4866998,Latin America & Caribbean,San Jose,-84.0089,9.63701,Upper middle income,IBRD
Costa Rica,CR,CRI,2014,,2025-12-19,10911.497878334,80.231,4767119,Latin America & Caribbean,San Jose,-84.0089,9.63701,Upper middle income,IBRD
Costa Rica,CR,CRI,2020,,2025-12-19,12394.0493969492,79.725,5034320,Latin America & Caribbean,San Jose,-84.0089,9.63701,Upper middle income,IBRD
Costa Rica,CR,CRI,2019,,2025-12-19,12884.6859951989,80.296,4999553,Latin America & Caribbean,San Jose,-84.0089,9.63701,Upper middle income,IBRD
Costa Rica,CR,CRI,2023,,2025-12-19,16942.0268119375,80.799,5105525,Latin America & Caribbean,San Jose,-84.0089,9.63701,Upper middle income,IBRD
